gene_id,gene_name,entrezid,gene_biotype
ENSG00000161013,MGAT4B,11282,protein_coding
ENSG00000221394,MIR1229,NA,miRNA
ENSG00000161011,SQSTM1,8878,protein_coding
ENSG00000161010,MRNIP,51149,protein_coding
ENSG00000222448,RN7SKP150,NA,misc_RNA
ENSG00000245317,AC008393.1,NA,lncRNA
ENSG00000197226,TBC1D9B,23061,protein_coding
ENSG00000113269,RNF130,55819,protein_coding
ENSG00000242979,RPS15AP18,NA,processed_pseudogene
ENSG00000249876,AC010285.2,NA,processed_pseudogene
ENSG00000249412,AC010285.1,NA,lncRNA
ENSG00000198995,MIR340,442908,miRNA
ENSG00000278965,AC122713.2,NA,TEC
ENSG00000253480,AC122713.1,NA,processed_pseudogene
ENSG00000146090,RASGEF1C,255426,protein_coding
ENSG00000229721,AC104115.1,NA,processed_pseudogene
ENSG00000050748,MAPK9,5601,protein_coding
ENSG00000253908,AC104115.2,NA,processed_pseudogene
ENSG00000248367,AC008610.1,NA,lncRNA
ENSG00000131459,GFPT2,9945,protein_coding
ENSG00000250509,AC034213.1,NA,lncRNA
ENSG00000200555,RNU6-525P,NA,snRNA
ENSG00000113300,CNOT6,57472,protein_coding
ENSG00000250749,AC122714.1,NA,processed_pseudogene
ENSG00000161055,SCGB3A1,92304,protein_coding
ENSG00000037280,FLT4,2324,protein_coding
ENSG00000251352,AC122714.2,NA,processed_pseudogene
ENSG00000248717,LINC02222,NA,lncRNA
ENSG00000236791,OR2AI1P,NA,unprocessed_pseudogene
ENSG00000199892,RNU1-17P,NA,snRNA
ENSG00000174339,OR2Y1,134083,protein_coding
ENSG00000131446,MGAT1,4245,protein_coding
ENSG00000280161,AC022413.1,NA,TEC
ENSG00000278970,HEIH,NA,lncRNA
ENSG00000245060,LINC00847,NA,lncRNA
ENSG00000196670,ZFP62,643836,protein_coding
ENSG00000113303,BTNL8,79908,protein_coding
ENSG00000243664,RPS29P12,NA,processed_pseudogene
ENSG00000249287,AC091874.3,NA,processed_pseudogene
ENSG00000248761,AC091874.2,NA,processed_pseudogene
ENSG00000231228,AC091874.1,NA,processed_pseudogene
ENSG00000168903,BTNL3,10917,protein_coding
ENSG00000206686,RNU6-1036P,NA,snRNA
ENSG00000165810,BTNL9,153579,protein_coding
ENSG00000277912,MIR8089,NA,miRNA
ENSG00000241870,AC008620.1,NA,processed_pseudogene
ENSG00000214295,FOXO1B,NA,processed_pseudogene
ENSG00000248560,AC008620.2,NA,processed_pseudogene
ENSG00000185372,OR2V1,26693,protein_coding
ENSG00000182613,OR2V2,285659,protein_coding
ENSG00000248473,LINC01962,NA,lncRNA
ENSG00000250222,AC008443.5,NA,lncRNA
ENSG00000146054,TRIM7,81786,protein_coding
ENSG00000250900,AC008443.6,NA,lncRNA
ENSG00000248514,AC008443.4,NA,lncRNA
ENSG00000146063,TRIM41,90933,protein_coding
ENSG00000264732,MIR4638,NA,miRNA
ENSG00000247049,AC008443.2,NA,lncRNA
ENSG00000204628,RACK1,10399,protein_coding
ENSG00000272296,SNORD96A,NA,snoRNA
ENSG00000264549,SNORD95,NA,snoRNA
ENSG00000233937,AC008443.1,NA,lncRNA
ENSG00000183718,TRIM52,84851,protein_coding
ENSG00000248275,TRIM52-AS1,NA,lncRNA
ENSG00000248103,AC008443.3,NA,lncRNA
ENSG00000274525,AC008443.7,NA,unprocessed_pseudogene
ENSG00000222533,RNU6-705P,NA,snRNA
ENSG00000238035,AC138035.1,NA,lncRNA
ENSG00000274553,AC138035.3,NA,processed_pseudogene
ENSG00000250765,AC138035.2,NA,lncRNA
ENSG00000251035,WBP1LP4,NA,processed_pseudogene
ENSG00000213285,RPL23AP45,NA,processed_pseudogene
ENSG00000271530,WBP1LP12,NA,processed_pseudogene
ENSG00000220212,OR4F1P,NA,unprocessed_pseudogene
ENSG00000217929,CICP18,NA,transcribed_processed_pseudogene
ENSG00000218577,AL035696.2,NA,unprocessed_pseudogene
ENSG00000263667,AL035696.3,NA,lncRNA
ENSG00000205653,AL035696.1,NA,lncRNA
ENSG00000112679,DUSP22,56940,protein_coding
ENSG00000137265,IRF4,3662,protein_coding
ENSG00000112685,EXOC2,55770,protein_coding
ENSG00000230433,AL031770.1,NA,lncRNA
ENSG00000188996,HUS1B,135458,protein_coding
ENSG00000219712,AL357054.1,NA,processed_pseudogene
ENSG00000271727,AL357054.2,NA,lncRNA
ENSG00000272463,AL357054.4,NA,lncRNA
ENSG00000271911,AL357054.3,NA,lncRNA
ENSG00000272485,AL392183.1,NA,lncRNA
ENSG00000276687,AL356130.1,NA,lncRNA
ENSG00000270937,AL033381.2,NA,lncRNA
ENSG00000176515,AL033381.1,NA,lncRNA
ENSG00000164379,FOXQ1,94234,protein_coding
ENSG00000281809,LINC01394,NA,lncRNA
ENSG00000261730,AL034346.1,NA,lncRNA
ENSG00000137273,FOXF2,2295,protein_coding
ENSG00000275859,MIR6720,NA,miRNA
ENSG00000243439,RN7SL352P,NA,misc_RNA
ENSG00000218027,AL512329.1,NA,processed_pseudogene
ENSG00000272279,AL512329.2,NA,lncRNA
ENSG00000280916,FOXCUT,NA,lncRNA
ENSG00000054598,FOXC1,2296,protein_coding
ENSG00000112699,GMDS,2762,protein_coding
ENSG00000250903,GMDS-DT,NA,lncRNA
ENSG00000236086,HMGN2P28,NA,processed_pseudogene
ENSG00000272465,AL031768.1,NA,lncRNA
ENSG00000280423,AL359852.1,NA,TEC
ENSG00000228718,LINC02521,NA,lncRNA
ENSG00000164385,LINC01600,NA,lncRNA
ENSG00000145949,MYLK4,340156,protein_coding
ENSG00000124535,WRNIP1,56897,protein_coding
ENSG00000021355,SERPINB1,1992,protein_coding
ENSG00000230438,SERPINB9P1,NA,lncRNA
ENSG00000266750,MIR4645,NA,miRNA
ENSG00000170542,SERPINB9,5272,protein_coding
ENSG00000232999,AL133351.3,NA,unprocessed_pseudogene
ENSG00000228365,AL133351.2,NA,lncRNA
ENSG00000124570,SERPINB6,5269,protein_coding
ENSG00000244041,LINC01011,NA,lncRNA
ENSG00000124588,NQO2,4835,protein_coding
ENSG00000224846,AL133351.1,NA,lncRNA
ENSG00000271361,HTATSF1P2,NA,processed_pseudogene
ENSG00000274855,AL133351.4,NA,processed_pseudogene
ENSG00000232654,FAM136BP,NA,processed_pseudogene
ENSG00000217707,SERPINB8P1,NA,unprocessed_pseudogene
ENSG00000229282,AL031963.2,NA,lncRNA
ENSG00000137275,RIPK1,8737,protein_coding
ENSG00000272277,AL031963.3,NA,lncRNA
ENSG00000222248,RNA5SP201,NA,rRNA_pseudogene
ENSG00000137274,BPHL,670,protein_coding
ENSG00000228170,AL031963.1,NA,lncRNA
ENSG00000137267,TUBB2A,7280,protein_coding
ENSG00000216819,TUBB2BP1,NA,unprocessed_pseudogene
ENSG00000230269,LINC02525,NA,lncRNA
ENSG00000137285,TUBB2B,347733,protein_coding
ENSG00000180822,PSMG4,389362,protein_coding
ENSG00000137266,SLC22A23,63027,protein_coding
ENSG00000272320,AL445309.1,NA,lncRNA
ENSG00000228793,AL033523.1,100507336,lncRNA
ENSG00000270477,AL033523.2,NA,processed_pseudogene
ENSG00000168994,PXDC1,221749,protein_coding
ENSG00000270504,AL391422.4,NA,lncRNA
ENSG00000219992,AL391422.1,NA,processed_pseudogene
ENSG00000238158,AL391422.3,26240,lncRNA
ENSG00000233068,AL391422.2,NA,lncRNA
ENSG00000145945,FAM50B,26240,protein_coding
ENSG00000260604,AL590004.3,NA,lncRNA
ENSG00000218472,AL590004.2,NA,processed_pseudogene
ENSG00000217135,AL590004.1,NA,processed_pseudogene
ENSG00000217566,TDGF1P4,NA,processed_pseudogene
ENSG00000216657,GLRX3P2,NA,processed_pseudogene
ENSG00000279926,AL138831.3,NA,TEC
ENSG00000272248,AL138831.2,NA,lncRNA
ENSG00000230648,AL138831.1,NA,lncRNA
ENSG00000112739,PRPF4B,8899,protein_coding
ENSG00000145975,FAM217A,222826,protein_coding
ENSG00000185689,C6orf201,404220,protein_coding
ENSG00000198721,ECI2,10455,protein_coding
ENSG00000254821,AL136309.4,NA,lncRNA
ENSG00000234817,AL136309.2,NA,lncRNA
ENSG00000237716,AL136309.3,NA,lncRNA
ENSG00000216307,AL136309.1,NA,processed_pseudogene
ENSG00000231811,AL159166.1,101927888,lncRNA
ENSG00000201185,RNA5SP202,NA,rRNA_pseudogene
ENSG00000260239,LINC02533,NA,lncRNA
ENSG00000270695,AL133393.1,NA,processed_pseudogene
ENSG00000260673,AL034376.2,NA,lncRNA
ENSG00000205444,AL034376.1,NA,lncRNA
ENSG00000217385,PSMC1P11,NA,processed_pseudogene
ENSG00000153046,CDYL,9425,protein_coding
ENSG00000236336,AL022725.1,NA,lncRNA
ENSG00000217030,AL359643.1,NA,processed_pseudogene
ENSG00000124787,RPP40,10799,protein_coding
ENSG00000272142,AL359643.3,NA,lncRNA
ENSG00000271978,AL359643.2,NA,lncRNA
ENSG00000220685,AL139094.1,NA,processed_pseudogene
ENSG00000219607,PPP1R3G,648791,protein_coding
ENSG00000214113,LYRM4,57128,protein_coding
ENSG00000265083,MIR3691,NA,miRNA
ENSG00000145982,FARS2,10667,protein_coding
ENSG00000220446,AL121978.1,NA,processed_pseudogene
ENSG00000269985,AL021328.1,NA,lncRNA
ENSG00000218574,HNRNPA1P37,NA,processed_pseudogene
ENSG00000270174,AL022097.1,NA,lncRNA
ENSG00000217239,AL136968.2,NA,processed_pseudogene
ENSG00000216360,AL136968.1,NA,processed_pseudogene
ENSG00000233064,AL136307.1,NA,lncRNA
ENSG00000239472,RN7SL221P,NA,misc_RNA
ENSG00000215057,PKMP5,NA,processed_pseudogene
ENSG00000124785,NRN1,51299,protein_coding
ENSG00000124491,F13A1,2162,protein_coding
ENSG00000263572,MIR7853,NA,miRNA
ENSG00000283616,MIR5683,NA,miRNA
ENSG00000216863,LY86-AS1,285780,lncRNA
ENSG00000241216,SNAPC5P1,NA,transcribed_processed_pseudogene
ENSG00000218868,CNN3P1,NA,processed_pseudogene
ENSG00000112799,LY86,9450,protein_coding
ENSG00000261211,AL031123.2,NA,lncRNA
ENSG00000279368,AL031123.3,NA,TEC
ENSG00000226281,AL031123.1,NA,lncRNA
ENSG00000224532,AL136361.1,NA,lncRNA
ENSG00000219986,BTF3P7,NA,processed_pseudogene
ENSG00000223342,AL158817.1,NA,lncRNA
ENSG00000240936,RN7SL554P,NA,misc_RNA
ENSG00000203498,AL139390.1,NA,lncRNA
ENSG00000124782,RREB1,6239,protein_coding
ENSG00000225092,AL355336.1,NA,lncRNA
ENSG00000124783,SSR1,6745,protein_coding
ENSG00000238221,AL139095.4,NA,lncRNA
ENSG00000164304,CAGE1,285782,protein_coding
ENSG00000219375,AL139095.1,NA,processed_pseudogene
ENSG00000220472,AL139095.2,NA,processed_pseudogene
ENSG00000230570,AL139095.3,NA,processed_pseudogene
ENSG00000124784,RIOK1,83732,protein_coding
ENSG00000233503,HNRNPLP1,NA,processed_pseudogene
ENSG00000219993,AL138878.1,NA,processed_pseudogene
ENSG00000234115,AL138878.2,NA,processed_pseudogene
ENSG00000261189,AL031058.1,NA,lncRNA
ENSG00000096696,DSP,1832,protein_coding
ENSG00000168566,SNRNP48,154007,protein_coding
ENSG00000236512,AL390026.1,NA,processed_pseudogene
ENSG00000153162,BMP6,654,protein_coding
ENSG00000239264,TXNDC5,81567,protein_coding
ENSG00000259040,BLOC1S5-TXNDC5,NA,protein_coding
ENSG00000217746,AL096800.1,NA,processed_pseudogene
ENSG00000219294,PIP5K1P1,NA,processed_pseudogene
ENSG00000188428,BLOC1S5,63915,protein_coding
ENSG00000265818,EEF1E1-BLOC1S5,NA,protein_coding
ENSG00000124802,EEF1E1,9521,protein_coding
ENSG00000232234,AL355499.1,NA,lncRNA
ENSG00000234763,AL359378.1,NA,lncRNA
ENSG00000124786,SLC35B3,51000,protein_coding
ENSG00000285219,HULC,NA,lncRNA
ENSG00000276019,AL161437.1,NA,misc_RNA
ENSG00000225775,AL137220.1,NA,lncRNA
ENSG00000181355,OFCC1,NA,transcribed_unitary_pseudogene
ENSG00000216368,AL136226.1,NA,processed_pseudogene
ENSG00000229765,AL354868.1,NA,processed_pseudogene
ENSG00000221583,RNU6ATAC21P,NA,snRNA
ENSG00000216781,AL138885.1,NA,processed_pseudogene
ENSG00000137203,TFAP2A,7020,protein_coding
ENSG00000229950,TFAP2A-AS1,NA,lncRNA
ENSG00000228478,AL138885.2,NA,lncRNA
ENSG00000183674,LINC00518,NA,lncRNA
ENSG00000229401,MIR5689HG,NA,lncRNA
ENSG00000263705,MIR5689,NA,miRNA
ENSG00000238076,MRPL48P1,NA,processed_pseudogene
ENSG00000231056,LINC02522,NA,lncRNA
ENSG00000111846,GCNT2,2651,protein_coding
ENSG00000237685,AL139039.3,NA,lncRNA
ENSG00000216359,AL139039.1,NA,processed_pseudogene
ENSG00000217181,AL139039.2,NA,processed_pseudogene
ENSG00000205318,GCNT2P1,NA,processed_pseudogene
ENSG00000137434,C6orf52,347744,protein_coding
ENSG00000111845,PAK1IP1,55003,protein_coding
ENSG00000111843,TMEM14C,51522,protein_coding
ENSG00000272097,AL024498.1,NA,lncRNA
ENSG00000137210,TMEM14B,81853,protein_coding
ENSG00000272162,AL024498.2,NA,protein_coding
ENSG00000222383,RNA5SP203,NA,rRNA_pseudogene
ENSG00000111837,MAK,4117,protein_coding
ENSG00000124827,GCM2,9247,protein_coding
ENSG00000235051,AL357497.1,NA,lncRNA
ENSG00000153157,SYCP2L,221711,protein_coding
ENSG00000197977,ELOVL2,54898,protein_coding
ENSG00000274541,AL121955.1,NA,processed_pseudogene
ENSG00000230314,ELOVL2-AS1,NA,lncRNA
ENSG00000224531,SMIM13,221710,protein_coding
ENSG00000244476,ERVFRD-1,405754,protein_coding
ENSG00000271245,AL136139.1,NA,processed_pseudogene
ENSG00000247925,AL139807.1,NA,lncRNA
ENSG00000111859,NEDD9,4739,protein_coding
ENSG00000242753,AL445430.2,NA,lncRNA
ENSG00000233656,AL445430.1,NA,lncRNA
ENSG00000202313,RNU1-64P,NA,snRNA
ENSG00000218020,THAP12P5,NA,transcribed_processed_pseudogene
ENSG00000205269,TMEM170B,100113407,protein_coding
ENSG00000271897,AL357518.1,NA,lncRNA
ENSG00000207419,AL022724.1,NA,snoRNA
ENSG00000111863,ADTRP,84830,protein_coding
ENSG00000234427,AL022724.2,NA,lncRNA
ENSG00000215124,AMD1P4,NA,processed_pseudogene
ENSG00000225102,AL157373.1,NA,lncRNA
ENSG00000229896,AL157373.2,NA,lncRNA
ENSG00000095951,HIVEP1,3096,protein_coding
ENSG00000078401,EDN1,1906,protein_coding
ENSG00000218893,SUMO2P12,NA,processed_pseudogene
ENSG00000223321,RN7SKP293,NA,misc_RNA
ENSG00000212802,RPL15P3,NA,processed_pseudogene
ENSG00000234015,LINC02530,NA,lncRNA
ENSG00000112137,PHACTR1,221692,protein_coding
ENSG00000206702,RNU1-11P,NA,snRNA
ENSG00000215022,AL008729.1,100130357,lncRNA
ENSG00000145979,TBC1D7,51256,protein_coding
ENSG00000272379,AL008729.2,NA,lncRNA
ENSG00000145990,GFOD1,54438,protein_coding
ENSG00000237786,GFOD1-AS1,NA,lncRNA
ENSG00000218265,RPS4XP7,NA,processed_pseudogene
ENSG00000202351,RN7SKP204,NA,misc_RNA
ENSG00000124523,SIRT5,23408,protein_coding
ENSG00000261071,AL441883.1,NA,lncRNA
ENSG00000225921,NOL7,51406,protein_coding
ENSG00000010017,RANBP9,10048,protein_coding
ENSG00000050393,MCUR1,63933,protein_coding
ENSG00000272209,AL023583.1,NA,lncRNA
ENSG00000180537,RNF182,221687,protein_coding
ENSG00000220868,MRPL35P1,NA,processed_pseudogene
ENSG00000233981,AL022396.1,NA,lncRNA
ENSG00000112149,CD83,9308,protein_coding
ENSG00000238987,RNU7-133P,NA,snRNA
ENSG00000230631,AL353152.1,NA,lncRNA
ENSG00000226673,LINC01108,NA,lncRNA
ENSG00000237346,AL080313.2,NA,lncRNA
ENSG00000234540,AL080313.1,NA,lncRNA
ENSG00000229646,AL109914.1,NA,lncRNA
ENSG00000206960,RNU6-793P,NA,snRNA
ENSG00000234261,AL138720.1,NA,lncRNA
ENSG00000216754,AL050335.1,NA,processed_pseudogene
ENSG00000242989,RN7SL332P,NA,misc_RNA
ENSG00000271888,AL136162.1,NA,lncRNA
ENSG00000008083,JARID2,3720,protein_coding
ENSG00000235488,JARID2-AS1,NA,lncRNA
ENSG00000201367,RNU6-522P,NA,snRNA
ENSG00000201519,RNU6-645P,NA,snRNA
ENSG00000047579,DTNBP1,84062,protein_coding
ENSG00000214027,ARPC3P5,NA,processed_pseudogene
ENSG00000232947,LINC02543,NA,lncRNA
ENSG00000274212,AL365265.1,NA,processed_pseudogene
ENSG00000217585,AL021407.2,NA,processed_pseudogene
ENSG00000007944,MYLIP,29116,protein_coding
ENSG00000263712,MIR4639,NA,miRNA
ENSG00000218073,AL021407.3,NA,processed_pseudogene
ENSG00000217078,AL021407.1,NA,processed_pseudogene
ENSG00000216364,MRPL42P2,NA,processed_pseudogene
ENSG00000251831,RNU6-1114P,NA,snRNA
ENSG00000137198,GMPR,2766,protein_coding
ENSG00000282024,AL009031.1,NA,lncRNA
ENSG00000124788,ATXN1,6310,protein_coding
ENSG00000229931,AL137003.1,NA,lncRNA
ENSG00000272341,AL137003.2,NA,lncRNA
ENSG00000230873,STMND1,401236,protein_coding
ENSG00000112183,RBM24,221662,protein_coding
ENSG00000219314,AL034372.1,NA,processed_pseudogene
ENSG00000112186,CAP2,10486,protein_coding
ENSG00000184612,RPL7P26,NA,processed_pseudogene
ENSG00000218359,SUMO2P13,NA,processed_pseudogene
ENSG00000137414,FAM8A1,51439,protein_coding
ENSG00000124789,NUP153,9972,protein_coding
ENSG00000206881,RNU6-190P,NA,snRNA
ENSG00000272269,AL138724.1,NA,lncRNA
ENSG00000201415,RNA5SP204,NA,rRNA_pseudogene
ENSG00000137177,KIF13A,63971,protein_coding
ENSG00000220920,AL023807.1,NA,unprocessed_pseudogene
ENSG00000187566,NHLRC1,378884,protein_coding
ENSG00000137364,TPMT,7172,protein_coding
ENSG00000165097,KDM1B,221656,protein_coding
ENSG00000124795,DEK,7913,protein_coding
ENSG00000278102,AL138825.1,NA,processed_pseudogene
ENSG00000200681,RNU6-263P,NA,snRNA
ENSG00000217414,DDX18P3,NA,processed_pseudogene
ENSG00000218976,AL138725.1,NA,unprocessed_pseudogene
ENSG00000137393,RNF144B,255488,protein_coding
ENSG00000283408,MIR548A1HG,NA,lncRNA
ENSG00000207775,MIR548A1,NA,miRNA
ENSG00000217379,AL589647.1,NA,processed_pseudogene
ENSG00000231662,AL357052.1,NA,lncRNA
ENSG00000228412,AL022068.1,NA,lncRNA
ENSG00000218643,RPL5P20,NA,processed_pseudogene
ENSG00000201523,RNA5SP205,NA,rRNA_pseudogene
ENSG00000214012,KRT18P38,NA,processed_pseudogene
ENSG00000217314,UQCRFS1P3,NA,processed_pseudogene
ENSG00000200957,RNU6-801P,NA,snRNA
ENSG00000172201,ID4,3400,protein_coding
ENSG00000229700,AL008627.1,NA,processed_pseudogene
ENSG00000172197,MBOAT1,154141,protein_coding
ENSG00000227803,AL158198.1,NA,lncRNA
ENSG00000112242,E2F3,1871,protein_coding
ENSG00000240869,RN7SL128P,NA,misc_RNA
ENSG00000224707,E2F3-IT1,NA,lncRNA
ENSG00000222431,RNU6-141P,NA,snRNA
ENSG00000145996,CDKAL1,54901,protein_coding
ENSG00000225832,AL035090.1,NA,processed_pseudogene
ENSG00000233848,AL513188.1,NA,lncRNA
ENSG00000252046,RNU6-150P,NA,snRNA
ENSG00000227089,AL031767.1,NA,lncRNA
ENSG00000280989,LINC00581,NA,lncRNA
ENSG00000231754,AL512380.1,NA,lncRNA
ENSG00000283480,AL512380.2,NA,lncRNA
ENSG00000124766,SOX4,6659,protein_coding
ENSG00000220771,BOLA2P3,NA,processed_pseudogene
ENSG00000272168,CASC15,NA,lncRNA
ENSG00000280443,AL136313.1,NA,TEC
ENSG00000222515,RN7SKP240,NA,misc_RNA
ENSG00000260455,NBAT1,NA,lncRNA
ENSG00000219404,AL359694.1,NA,processed_pseudogene
ENSG00000172179,PRL,5617,protein_coding
ENSG00000112273,HDGFL1,154150,protein_coding
ENSG00000228772,AL033539.1,NA,lncRNA
ENSG00000233358,AL035401.1,NA,lncRNA
ENSG00000218476,AL591416.1,NA,processed_pseudogene
ENSG00000207394,RNU6-1060P,NA,snRNA
ENSG00000235743,AL139231.1,NA,lncRNA
ENSG00000219453,AL133270.1,NA,processed_pseudogene
ENSG00000278128,AL139093.1,NA,transcribed_unprocessed_pseudogene
ENSG00000218512,SPTLC1P2,NA,processed_pseudogene
ENSG00000220748,AL032822.1,NA,processed_pseudogene
ENSG00000219582,HNRNPA1P58,NA,processed_pseudogene
ENSG00000152954,NRSN1,140767,protein_coding
ENSG00000251830,FO393410.1,NA,snoRNA
ENSG00000146038,DCDC2,51473,protein_coding
ENSG00000146049,KAAG1,353219,protein_coding
ENSG00000202050,RNU6-391P,NA,snRNA
ENSG00000124532,MRS2,57380,protein_coding
ENSG00000112293,GPLD1,2822,protein_coding
ENSG00000112294,ALDH5A1,7915,protein_coding
ENSG00000137261,KIAA0319,9856,protein_coding
ENSG00000218186,KRT8P43,NA,processed_pseudogene
ENSG00000111802,TDP2,51567,protein_coding
ENSG00000112304,ACOT13,55856,protein_coding
ENSG00000272345,AL031775.1,NA,lncRNA
ENSG00000112308,C6orf62,81688,protein_coding
ENSG00000272402,AL031775.2,NA,lncRNA
ENSG00000224164,LINC02828,105374978,lncRNA
ENSG00000218806,AL133264.1,NA,processed_pseudogene
ENSG00000112312,GMNN,51053,protein_coding
ENSG00000260286,ARMH2,101928603,protein_coding
ENSG00000282804,AL512428.1,NA,protein_coding
ENSG00000111913,RIPOR2,9750,protein_coding
ENSG00000217083,MTCO2P33,NA,processed_pseudogene
ENSG00000214975,PPIAP29,NA,processed_pseudogene
ENSG00000220517,ASS1P1,NA,processed_pseudogene
ENSG00000244618,RN7SL334P,NA,misc_RNA
ENSG00000229313,AL133268.3,NA,lncRNA
ENSG00000223623,AL133268.2,NA,lncRNA
ENSG00000168405,CMAHP,NA,transcribed_unitary_pseudogene
ENSG00000219682,AL133268.1,NA,processed_pseudogene
ENSG00000262400,AL590084.3,NA,processed_pseudogene
ENSG00000217805,AL590084.1,NA,processed_pseudogene
ENSG00000219681,AL590084.2,NA,processed_pseudogene
ENSG00000271108,KATNBL1P5,NA,processed_pseudogene
ENSG00000216718,AL024509.2,NA,processed_pseudogene
ENSG00000213972,AL024509.1,NA,processed_pseudogene
ENSG00000079691,CARMIL1,55604,protein_coding
ENSG00000207490,RNU6-987P,NA,snRNA
ENSG00000079689,SCGN,10590,protein_coding
ENSG00000217408,PRELID1P2,NA,processed_pseudogene
ENSG00000164508,HIST1H2AA,221613,protein_coding
ENSG00000146047,HIST1H2BA,255626,protein_coding
ENSG00000178762,HIST1H2BPS1,NA,unprocessed_pseudogene
ENSG00000216436,HIST1H2APS1,NA,unprocessed_pseudogene
ENSG00000146039,SLC17A4,10050,protein_coding
ENSG00000124568,SLC17A1,6568,protein_coding
ENSG00000124564,SLC17A3,10786,protein_coding
ENSG00000242387,HIST1H2APS2,NA,transcribed_processed_pseudogene
ENSG00000277410,AL138726.1,NA,processed_pseudogene
ENSG00000112337,SLC17A2,10246,protein_coding
ENSG00000112343,TRIM38,10475,protein_coding
ENSG00000272558,U91328.2,NA,lncRNA
ENSG00000272462,U91328.1,NA,lncRNA
ENSG00000272810,U91328.3,NA,lncRNA
ENSG00000224447,HIST1H1PS2,NA,unprocessed_pseudogene
ENSG00000124610,HIST1H1A,3024,protein_coding
ENSG00000275714,HIST1H3A,8350,protein_coding
ENSG00000278637,HIST1H4A,8359,protein_coding
ENSG00000278705,HIST1H4B,8366,protein_coding
ENSG00000278463,HIST1H2AB,8335,protein_coding
ENSG00000276410,HIST1H2BB,3018,protein_coding
ENSG00000234816,HIST1H2APS5,NA,unprocessed_pseudogene
ENSG00000187837,HIST1H1C,3006,protein_coding
ENSG00000010704,HFE,3077,protein_coding
ENSG00000197061,HIST1H4C,8364,protein_coding
ENSG00000187475,HIST1H1T,3010,protein_coding
ENSG00000180596,HIST1H2BC,8347,protein_coding
ENSG00000180573,HIST1H2AC,8334,protein_coding
ENSG00000168298,HIST1H1E,3008,protein_coding
ENSG00000158373,HIST1H2BD,3017,protein_coding
ENSG00000283064,AL353759.1,NA,lncRNA
ENSG00000217159,LARP1P1,NA,processed_pseudogene
ENSG00000274290,HIST1H2BE,8344,protein_coding
ENSG00000277157,HIST1H4D,8360,protein_coding
ENSG00000216331,HIST1H1PS1,NA,unprocessed_pseudogene
ENSG00000282988,AL031777.3,NA,protein_coding
ENSG00000197409,HIST1H3D,8351,protein_coding
ENSG00000196866,HIST1H2AD,3013,protein_coding
ENSG00000277224,HIST1H2BF,8343,protein_coding
ENSG00000217275,AL031777.1,NA,processed_pseudogene
ENSG00000276966,HIST1H4E,8367,protein_coding
ENSG00000273802,HIST1H2BG,8339,protein_coding
ENSG00000277075,HIST1H2AE,3012,protein_coding
ENSG00000277720,AL031777.2,NA,unprocessed_pseudogene
ENSG00000274750,HIST1H3E,8353,protein_coding
ENSG00000218281,HIST1H2APS3,NA,unprocessed_pseudogene
ENSG00000124575,HIST1H1D,3007,protein_coding
ENSG00000274618,HIST1H4F,8361,protein_coding
ENSG00000275663,HIST1H4G,8369,protein_coding
ENSG00000277775,HIST1H3F,8968,protein_coding
ENSG00000275713,HIST1H2BH,8345,protein_coding
ENSG00000273983,HIST1H3G,8355,protein_coding
ENSG00000218690,HIST1H2APS4,NA,transcribed_unprocessed_pseudogene
ENSG00000278588,HIST1H2BI,8346,protein_coding
ENSG00000158406,HIST1H4H,8365,protein_coding
ENSG00000220875,HIST1H3PS1,NA,processed_pseudogene
ENSG00000186470,BTN3A2,11118,protein_coding
ENSG00000124508,BTN2A2,10385,protein_coding
ENSG00000026950,BTN3A1,11119,protein_coding
ENSG00000124549,BTN2A3P,NA,transcribed_unprocessed_pseudogene
ENSG00000111801,BTN3A3,10384,protein_coding
ENSG00000112763,BTN2A1,11120,protein_coding
ENSG00000284688,AL121936.2,NA,unprocessed_pseudogene
ENSG00000124557,BTN1A1,696,protein_coding
ENSG00000199289,RNU6-502P,NA,snRNA
ENSG00000228223,HCG11,NA,lncRNA
ENSG00000182952,HMGN4,10473,protein_coding
ENSG00000284607,AL121936.1,NA,lncRNA
ENSG00000146109,ABT1,29777,protein_coding
ENSG00000275846,AL513548.3,NA,lncRNA
ENSG00000271071,AL513548.2,NA,processed_pseudogene
ENSG00000181315,ZNF322,79692,protein_coding
ENSG00000261584,AL513548.1,NA,lncRNA
ENSG00000241549,GUSBP2,387036,transcribed_unprocessed_pseudogene
ENSG00000243307,POM121L6P,NA,processed_pseudogene
ENSG00000224843,LINC00240,NA,lncRNA
ENSG00000272312,AL133255.1,NA,lncRNA
ENSG00000220581,VN1R12P,NA,unitary_pseudogene
ENSG00000216762,VN1R13P,NA,processed_pseudogene
ENSG00000219770,VN1R11P,NA,unitary_pseudogene
ENSG00000222800,RNU2-62P,NA,snRNA
ENSG00000272468,AL021807.1,NA,lncRNA
ENSG00000124635,HIST1H2BJ,8970,protein_coding
ENSG00000196787,HIST1H2AG,8969,protein_coding
ENSG00000276180,HIST1H4I,8294,protein_coding
ENSG00000197903,HIST1H2BK,85236,protein_coding
ENSG00000274997,HIST1H2AH,85235,protein_coding
ENSG00000265565,MIR3143,NA,miRNA
ENSG00000174572,RPL10P2,NA,processed_pseudogene
ENSG00000112812,PRSS16,10279,protein_coding
ENSG00000270935,AL021808.1,NA,processed_pseudogene
